cell_id,pseudotime,size_factor,branch1_probability,branch2_probability
cell_0040,0.059989115759675804,3.4904958748714017,0.5018016285245358,0.4981983714754642
cell_0041,0.060343539463633356,4.034822449264936,0.5058064552584106,0.4941935447415894
cell_0042,0.06136649804879013,3.520680061039703,0.4924528213296657,0.5075471786703343
cell_0043,0.06357376157216055,3.354229546609081,0.4958266366622732,0.5041733633377268
cell_0044,0.06549301806277563,3.9479084473503274,0.49219024689906066,0.5078097531009393
cell_0045,0.0655683451170781,5.113881761534476,0.48658189796481854,0.5134181020351815
cell_0046,0.06645433311562121,4.1672879394260995,0.5193870451302849,0.48061295486971506
cell_0047,0.0668593665458378,3.914391147791871,0.5055139346498632,0.4944860653501368
cell_0048,0.06817047163479317,3.373923769169204,0.49562499913242875,0.5043750008675713
cell_0049,0.06939049480968762,4.404868653081478,0.5039220415488614,0.4960779584511386
cell_0050,0.07178326878809249,3.0931202638879363,0.5108780342782062,0.4891219657217938
cell_0051,0.07347800030906437,4.027346054562567,0.5093417298026808,0.4906582701973192
cell_0052,0.07416050607860969,5.395227018437156,0.5019502627973373,0.49804973720266266
cell_0053,0.07674523842649017,2.7321134023046842,0.4913707151950537,0.5086292848049463
cell_0054,0.08237735745799657,4.240475478513513,0.5014883853529728,0.4985116146470272
cell_0055,0.08456793134529739,2.8760702223047043,0.49084667678110916,0.5091533232188908
cell_0056,0.089292089225807,4.904888558364478,0.5073822105034898,0.4926177894965103
cell_0057,0.09502680943002573,3.8438256029980082,0.5073927729683481,0.49260722703165194
cell_0058,0.09711187332739801,4.102110589020507,0.4846485662479564,0.5153514337520436
cell_0059,0.10795491293123449,4.751641170480121,0.48212331069749137,0.5178766893025086
cell_0060,0.10841483603600344,4.125078641096559,0.49354034370053323,0.5064596562994668
cell_0061,0.11156055543635779,4.326464722181162,0.48683099348228653,0.5131690065177135
cell_0062,0.1135215970968736,3.5274391641687988,0.47730993286017576,0.5226900671398242
cell_0063,0.11411673327116323,2.8714357019691827,0.4960025797076274,0.5039974202923726
cell_0064,0.1143871200015496,5.966741200735278,0.49811910444060314,0.5018808955593969
cell_0065,0.11446487485947632,4.882848216862836,0.5075475264103111,0.4924524735896889
cell_0066,0.11636747306946282,6.579128443585619,0.5015714079370406,0.4984285920629595
cell_0067,0.12052043003182022,5.42741155994548,0.5126031072749422,0.48739689272505776
cell_0068,0.1260661531646401,2.978022501785122,0.49098151283937475,0.5090184871606253
cell_0069,0.12741805729847822,4.938930101588614,0.5269153389641898,0.4730846610358102
cell_0070,0.12801761431874203,3.322581040560823,0.4932622401086447,0.5067377598913553
cell_0071,0.12916780178596698,4.4146759835189755,0.5305054470793331,0.4694945529206669
cell_0072,0.12970918318055136,3.828094351563419,0.5213434924171216,0.4786565075828784
cell_0073,0.1301120970993802,2.9342592906990093,0.5053305559409693,0.49466944405903074
cell_0074,0.13096738477793457,3.334526193245079,0.5032926222577292,0.49670737774227075
cell_0075,0.13163904224527,6.361370903165985,0.486982425238881,0.513017574761119
cell_0076,0.13497965479367657,4.261233371641702,0.4880976113630695,0.5119023886369305
cell_0077,0.13740450409508087,4.94924034511671,0.502614472944573,0.49738552705542705
cell_0078,0.14241524978765374,5.495273208526402,0.4794333986688424,0.5205666013311576
cell_0079,0.1431484888081963,5.185492140084682,0.5069825603449204,0.4930174396550796
cell_0080,0.14839028237742524,3.8557096241427393,0.48537715285352345,0.5146228471464765
cell_0081,0.1487583590798205,4.72730063481156,0.5090422968152033,0.49095770318479676
cell_0082,0.14876663021594072,3.129426855368745,0.4860718543195057,0.5139281456804943
cell_0083,0.15029179509456303,4.489040033415635,0.4726283822542181,0.5273716177457819
cell_0084,0.15074647404128627,2.799642877713033,0.48733257791628704,0.512667422083713
cell_0085,0.1550573499666945,3.5707227681269953,0.486236706700106,0.513763293299894
cell_0086,0.1554700782613132,6.4300861214330745,0.46919488162224776,0.5308051183777522
cell_0087,0.15674869813296277,4.625939792021295,0.5029468508549748,0.49705314914502524
cell_0088,0.15914712241840445,4.922035512049694,0.49238272373556247,0.5076172762644375
cell_0089,0.16101296969409107,5.657722699745058,0.4883880308709052,0.5116119691290948
cell_0090,0.16152304409586515,5.204663646680243,0.4960430476825952,0.5039569523174048
cell_0091,0.16335500173013917,3.252958850461967,0.4887967328288203,0.5112032671711797
cell_0092,0.16472218762205826,4.03914066572305,0.4888681932018254,0.5111318067981746
cell_0093,0.16786976124899633,3.3192785408648007,0.4648884669429304,0.5351115330570696
cell_0094,0.1842298461860794,3.7928525380946385,0.4870936508523446,0.5129063491476554
cell_0095,0.18559952559984838,3.9122941432244067,0.4803797432192517,0.5196202567807483
cell_0096,0.188958898819112,3.8679381383988742,0.4932776385758486,0.5067223614241514
cell_0097,0.1900631951611227,3.0861419493177333,0.5052847028227023,0.49471529717729773
cell_0098,0.19020929300804645,3.9159702526360833,0.516873826167694,0.4831261738323061
cell_0099,0.19027031610297906,4.122510488704855,0.5198685957738804,0.48013140422611955
cell_0100,0.19640854016930487,4.985944593889035,0.5244524326882563,0.47554756731174375
cell_0101,0.1970928335809451,3.4416861741913944,0.5283352163076989,0.4716647836923012
cell_0102,0.1976712769832938,3.490118295785862,0.5084969315693613,0.4915030684306387
cell_0103,0.19981263512909286,5.387835942703682,0.5307810428928843,0.46921895710711564
cell_0104,0.20188209161243353,6.143178157304716,0.5121286963886995,0.4878713036113005
cell_0105,0.20192483068452272,3.400724708908409,0.5273618463040127,0.4726381536959873
cell_0106,0.20212897213950054,3.103810702101805,0.5126395018419537,0.4873604981580463
cell_0107,0.2032141421961282,4.066780696550957,0.5180328143115981,0.4819671856884019
cell_0108,0.2033036994642783,4.661684617260219,0.5033955396647355,0.4966044603352645
cell_0109,0.2036417927490478,6.327509124327094,0.5199110905564799,0.4800889094435202
cell_0110,0.20544473352762038,5.083627428344806,0.5142318583271139,0.4857681416728861
cell_0111,0.20570136746099787,4.608001440358004,0.5084025103317416,0.4915974896682584
cell_0112,0.20865523250789186,4.128335165004898,0.5041856353619258,0.49581436463807416
cell_0113,0.20895524162855816,4.402965551361178,0.5118414228714632,0.48815857712853683
cell_0114,0.2113871679769579,3.431029289303455,0.530412251547591,0.469587748452409
cell_0115,0.21179389798517356,5.975953536474958,0.5116577531797019,0.48834224682029814
cell_0116,0.21512300493520042,4.359211254437796,0.5175821020543154,0.4824178979456845
cell_0117,0.2153772831023193,4.7566791583901695,0.501257659647746,0.49874234035225395
cell_0118,0.2158159134523333,4.94025243608759,0.4885451150283866,0.5114548849716134
cell_0119,0.2178556010712911,3.6113103522954586,0.5259194748576712,0.4740805251423288
cell_0120,0.22156588927523158,2.975767240637238,0.4883566574913566,0.5116433425086434
cell_0121,0.22289099511314214,4.2132670316449525,0.5044617032463397,0.49553829675366035
cell_0122,0.23039490200034818,4.382109571239073,0.5062702657420068,0.49372973425799316
cell_0123,0.23121097721225592,3.418174096149753,0.4852139543319317,0.5147860456680683
cell_0124,0.23200848161472165,6.018926121832959,0.46955922713011566,0.5304407728698843
cell_0125,0.235411630971893,3.8904912760882944,0.4867906447344943,0.5132093552655057
cell_0126,0.23679982678120326,3.357661992465313,0.472960637543126,0.527039362456874
cell_0127,0.23987593234698612,4.143107807767897,0.49788608381725485,0.5021139161827451
cell_0128,0.24147791973943522,3.360475341021328,0.49554407676741397,0.504455923232586
cell_0129,0.24164502681935018,6.490931854893341,0.5078094775522142,0.49219052244778577
cell_0130,0.24229707761918562,4.752096077092277,0.5147233317851726,0.4852766682148274
cell_0131,0.2529678414980555,3.634979580726723,0.49910055965345324,0.5008994403465468
cell_0132,0.25326386845290527,4.112990482220093,0.5209175667623839,0.4790824332376161
cell_0133,0.2546167972652623,5.025788604578695,0.4778052701811083,0.5221947298188917
cell_0134,0.255284812938238,6.22965195513984,0.503176057005021,0.49682394299497895
cell_0135,0.25590983130365264,5.05731878737658,0.5157541520611628,0.4842458479388372
cell_0136,0.2578438807921174,3.799911045180137,0.4720601976921651,0.5279398023078349
cell_0137,0.2597335428416434,3.3125621277662574,0.5010332155082763,0.4989667844917237
cell_0138,0.2615059761868016,3.982616802289856,0.4979331153196269,0.5020668846803731
cell_0139,0.2616321121912425,4.4700098086885385,0.5156614340750779,0.4843385659249221
cell_0140,0.2619524257200099,3.842411915401233,0.48394365062744493,0.5160563493725551
cell_0141,0.2651809043904768,3.836133028836648,0.4981973318174182,0.5018026681825818
cell_0142,0.26531125645555964,4.097270418829959,0.5254861251224708,0.47451387487752916
cell_0143,0.26542582372863976,4.398561175517507,0.5284444476575292,0.4715555523424708
cell_0144,0.2654604582507478,3.843383500129159,0.5366446568079819,0.46335534319201804
cell_0145,0.2676028294315531,4.872271036353223,0.5099275067591154,0.4900724932408847
cell_0146,0.2716643938860479,4.526484554670642,0.48990955182255913,0.5100904481774409
cell_0147,0.27272115698096255,3.5641614078200488,0.5184048798428178,0.48159512015718225
cell_0148,0.27273507843165,3.579101199314358,0.5415302593980336,0.4584697406019665
cell_0149,0.2772312688288231,4.623980868570436,0.5257096567249686,0.4742903432750314
cell_0150,0.2773470657960214,4.056336081354387,0.5161598482530645,0.48384015174693545
cell_0151,0.2791688788488468,3.553316203047011,0.5103136486786786,0.4896863513213214
cell_0152,0.2806740476817373,3.709503682170243,0.5222917297189674,0.4777082702810326
cell_0153,0.2826436107053726,4.232140691065789,0.4797122638900342,0.5202877361099658
cell_0154,0.2864523745274592,3.5946948578582107,0.5044251689549915,0.49557483104500855
cell_0155,0.28736291547929027,3.334254416696139,0.49362154465373365,0.5063784553462664
cell_0156,0.28750350353320075,4.5003778864368735,0.4895448412550535,0.5104551587449465
cell_0157,0.28816333463976174,4.124591408666988,0.5098807490738975,0.4901192509261026
cell_0158,0.28827193433442966,4.37371515151343,0.509879262560379,0.4901207374396211
cell_0159,0.28970209088632926,3.533936059262634,0.505189828799393,0.49481017120060694
cell_0160,0.2926308430562564,4.410177584389038,0.48868638071424664,0.5113136192857534
cell_0161,0.2949106529377906,3.6330777998590817,0.49313181642155046,0.5068681835784495
cell_0162,0.2963082660587094,3.6412230944885122,0.48228679921404416,0.5177132007859558
cell_0163,0.29682068847203336,2.402724222358992,0.472126366570203,0.527873633429797
cell_0164,0.30014803429363046,4.3861128458713905,0.47217385331528294,0.5278261466847171
cell_0165,0.30124286824265767,4.59441140274117,0.49649350154460714,0.5035064984553929
cell_0166,0.3022384811612616,4.049611446151311,0.4673166767188395,0.5326833232811605
cell_0167,0.30340207940294694,3.477323531067482,0.5074520899667688,0.4925479100332312
cell_0168,0.3080159337192454,4.5104885471312945,0.4959068811609654,0.5040931188390346
cell_0169,0.31195647183750486,3.231787304004951,0.5125570194750431,0.487442980524957
cell_0170,0.3137268019752236,4.405924608039884,0.4797147063545325,0.5202852936454675
cell_0171,0.3140967124691284,4.9943290201520885,0.5111281275235966,0.48887187247640346
cell_0172,0.3186168885480757,4.875890960240205,0.5336655820444242,0.46633441795557584
cell_0173,0.3209709368280057,4.342689687798821,0.504143317168287,0.49585668283171297
cell_0174,0.324345308142276,5.676305678172801,0.5289625691312863,0.47103743086871375
cell_0175,0.3257925192233082,5.039661301021532,0.44577706362354785,0.5542229363764521
cell_0176,0.32594470606015113,2.734523790707766,0.5130835001701761,0.4869164998298239
cell_0177,0.32633950335695927,4.975594686044262,0.4734417431371051,0.5265582568628949
cell_0178,0.32657930715063677,5.817484090234499,0.46515831153175047,0.5348416884682495
cell_0179,0.3290034686915031,4.01981888398674,0.48408488248118475,0.5159151175188152
cell_0180,0.33205252310791933,2.4409808652140352,0.44791755214072293,0.5520824478592771
cell_0181,0.33249395232788914,3.069427163745683,0.48989918711929126,0.5101008128807087
cell_0182,0.3343291463100646,3.3315082557469933,0.4386452295686526,0.5613547704313474
cell_0183,0.33548934344190096,4.363489122030629,0.4606150929335404,0.5393849070664596
cell_0184,0.3355104841839789,3.4313798230637302,0.4846770127399439,0.5153229872600561
cell_0185,0.3360789194147701,5.647645863749697,0.5122531002177818,0.4877468997822182
cell_0186,0.3377597200088084,3.5239484346828567,0.4796780255833113,0.5203219744166887
cell_0187,0.3393743531498622,3.306741039915618,0.5148417761696278,0.48515822383037227
cell_0188,0.34224998578954935,4.26314402028281,0.45736513322418426,0.5426348667758157
cell_0189,0.3470441727955854,4.3503796324723165,0.5127937435521317,0.48720625644786836
cell_0190,0.34801990146623074,2.8123915546045395,0.5154776879260226,0.48452231207397745
cell_0191,0.35255742301129134,3.8938900754872914,0.509033764232909,0.490966235767091
cell_0192,0.3561231859051617,4.231705172519228,0.5230217775099437,0.47697822249005634
cell_0193,0.36027792675904124,3.38092574036568,0.506327139209969,0.49367286079003103
cell_0194,0.3629001310709047,3.451508599748721,0.5293487674932889,0.4706512325067111
cell_0195,0.3630556800517918,3.0336655563214956,0.4846112559669081,0.5153887440330919
cell_0196,0.36370415315543725,3.909799759855374,0.5003105947866426,0.4996894052133573
cell_0197,0.36514628483676226,3.5691829753373785,0.5562824573747922,0.44371754262520774
cell_0198,0.3672660694935359,6.098022854977416,0.5273082295376004,0.47269177046239963
cell_0199,0.3688321857933551,4.069373758168534,0.5053336561191505,0.4946663438808495
cell_0200,0.3691315248434095,2.4735163466068513,0.520408641295827,0.479591358704173
cell_0201,0.37023460800313746,3.968649496692833,0.4784092192139455,0.5215907807860545
cell_0202,0.3739257997659273,3.8256536815826534,0.47964558929926737,0.5203544107007326
cell_0203,0.3740901598491061,3.050744172364697,0.4850362227462255,0.5149637772537745
cell_0204,0.3763064113091139,3.614593318477557,0.49787630320537724,0.5021236967946228
cell_0205,0.3767296594763211,4.246930846914352,0.49941808873795446,0.5005819112620455
cell_0206,0.377765245925372,4.458001539360626,0.4550344912196097,0.5449655087803903
cell_0207,0.37810440571068527,4.022271024898313,0.4928800138757903,0.5071199861242097
cell_0208,0.3801916224860029,2.4029469018756138,0.5225838289947375,0.4774161710052625
cell_0209,0.3805205462289297,3.52839399276665,0.4718880969218856,0.5281119030781144
cell_0210,0.38213596016855444,4.747012622695006,0.4937372988791603,0.5062627011208397
cell_0211,0.3825957647067335,3.1658929573754517,0.5153781447425332,0.4846218552574668
cell_0212,0.3838253821345693,4.831711381302424,0.5443555527199216,0.45564444728007836
cell_0213,0.38503803810478754,3.8653929336250696,0.5491367155073943,0.45086328449260565
cell_0214,0.3850702011774082,3.893693847887027,0.5503019060717079,0.4496980939282921
cell_0215,0.3851343007661049,3.618986783683622,0.5441092641491688,0.4558907358508312
cell_0216,0.38974855545913023,4.070067997997364,0.5053621973541854,0.4946378026458146
cell_0217,0.39604399155833236,3.687370335069349,0.4692867264120989,0.5307132735879011
cell_0218,0.4052959830679761,6.198665148574108,0.47405210206270076,0.5259478979372992
cell_0219,0.40665719348166895,3.9910957991424527,0.5275719447783708,0.47242805522162923
cell_0220,0.40953059405221504,3.9056144117165132,0.4485949796543559,0.5514050203456441
cell_0221,0.4188615562469171,5.172540551268519,0.5103655613727259,0.48963443862727407
cell_0222,0.4189779139410468,3.713545283964459,0.46201156875281957,0.5379884312471804
cell_0223,0.42461110559341386,5.026645496801082,0.5023522650116081,0.4976477349883918
cell_0224,0.4249020264702916,2.9759601442899837,0.43050007973510496,0.569499920264895
cell_0225,0.42602317660900335,4.243665778417092,0.475730947544185,0.524269052455815
cell_0226,0.4263192424706591,4.042023989723233,0.4851327962254721,0.5148672037745279
cell_0227,0.4268679260324436,4.340033922445166,0.4717334173963561,0.5282665826036439
cell_0228,0.4277429025934616,4.890560973379318,0.47768282193167066,0.5223171780683293
cell_0229,0.4300267948149201,3.590615677629486,0.4039064414827742,0.5960935585172258
cell_0230,0.43265529311180284,4.70053779555584,0.5129456761769448,0.48705432382305525
cell_0231,0.4336407596649875,4.292297592382764,0.4778770975312274,0.5221229024687726
cell_0232,0.43366737109496034,3.6750323332409938,0.48813623391536787,0.5118637660846321
cell_0233,0.4379384705336219,5.51252515943027,0.5306824967396504,0.46931750326034954
cell_0234,0.4380055307550955,4.844247461448644,0.5541455578178613,0.4458544421821386
cell_0235,0.4396691812606962,4.428640042585709,0.522271726150791,0.4777282738492091
cell_0236,0.4419313257465247,4.202973738586968,0.4823157602326029,0.5176842397673971
cell_0237,0.4429234048662509,2.9089822273433565,0.4955320981361948,0.5044679018638052
cell_0238,0.44307581223278647,3.4273307156934343,0.43773570680908325,0.5622642931909168
cell_0239,0.4432949385967472,4.5181484118194915,0.4544569753977733,0.5455430246022267
cell_0240,0.4450779375961522,5.589959055028643,0.4996663157253963,0.5003336842746037
cell_0241,0.44658297307857886,4.531180406200833,0.48497313391960706,0.5150268660803929
cell_0242,0.44773775668097227,6.0229151462874135,0.5691282101556399,0.4308717898443601
cell_0243,0.45074227666072675,3.7824651762723915,0.49695993230731317,0.5030400676926868
cell_0244,0.4521637783876683,4.6144989330908395,0.5700065397649815,0.4299934602350185
cell_0245,0.4530293279162013,5.238806762220759,0.4753418497690216,0.5246581502309784
cell_0246,0.4574149686090263,3.7359108550103253,0.44794797832086164,0.5520520216791384
cell_0247,0.46101370174423073,5.614976308475821,0.5005459673812483,0.49945403261875165
cell_0248,0.4634239703342695,5.095025274523155,0.5915640328009375,0.40843596719906256
cell_0249,0.4647683355786164,5.771120261862627,0.441836106056296,0.558163893943704
cell_0250,0.4733630580107774,3.72361480798342,0.5783936904172943,0.42160630958270573
cell_0251,0.47340360285188965,3.260198617567783,0.41855373667941187,0.5814462633205881
cell_0252,0.47550621984968966,4.138057916713638,0.6725656340126693,0.3274343659873306
cell_0253,0.4758043835538719,5.92684875055627,0.6536329091332364,0.34636709086676365
cell_0254,0.47641976049848267,5.070599872867957,0.668699455789225,0.331300544210775
cell_0255,0.47859708232872167,4.216957763603358,0.423210785748117,0.576789214251883
cell_0256,0.4793648342601179,4.469102955106298,0.3827982677879962,0.6172017322120038
cell_0257,0.48090939031205515,3.548674416995238,0.3959732359620828,0.6040267640379172
cell_0258,0.4814721012258877,3.544757448598705,0.39148780220404866,0.6085121977959513
cell_0259,0.48182515338544396,5.4557648044061,0.3904552369049239,0.6095447630950761
cell_0260,0.4846496159169015,5.039828285668163,0.6388847273437079,0.36111527265629206
cell_0261,0.4853757196249744,3.7178151474339725,0.7012265418066465,0.29877345819335355
cell_0262,0.48823891112264783,7.1349896677607685,0.6425529864547821,0.35744701354521785
cell_0263,0.48978687969994283,5.082962594649863,0.6518199467754747,0.3481800532245253
cell_0264,0.49193607226960223,3.4869455162755107,0.6705037327715548,0.32949626722844516
cell_0265,0.49257719213682427,4.1934332636249465,0.2715750889037962,0.7284249110962038
cell_0266,0.49293652977192703,3.5452885563903154,0.3268455035086284,0.6731544964913716
cell_0267,0.49404152647341726,3.7814907542693303,0.2644207097982826,0.7355792902017174
cell_0268,0.4961386786075177,3.115124589401959,0.6948145941987269,0.3051854058012731
cell_0269,0.4962768928714283,2.8123093374344554,0.28950857114527473,0.7104914288547253
cell_0270,0.4975024110490004,4.277433117841584,0.3348672539106242,0.6651327460893758
cell_0271,0.4989699622816963,4.847464955168754,0.7655046809596695,0.23449531904033052
cell_0272,0.5020482899668881,3.8179329790236585,0.7628154101745384,0.23718458982546164
cell_0273,0.5025696002653497,3.3664413684274757,0.8434407482021709,0.15655925179782912
cell_0274,0.5042216595152953,4.82108807765994,0.2801255818365592,0.7198744181634408
cell_0275,0.5049031890306603,4.742332393906657,0.29546366212084174,0.7045363378791583
cell_0276,0.5103691205955309,4.915457543502392,0.22868793533268206,0.7713120646673179
cell_0277,0.5130090705442139,5.701500064075947,0.7929323785643385,0.20706762143566143
cell_0278,0.5134704460227753,3.6061022727042045,0.1745101939763224,0.8254898060236776
cell_0279,0.5136540712897293,3.7320657182139887,0.19151655521991418,0.8084834447800858
cell_0280,0.5159277174600974,3.773627567163663,0.8856403402837245,0.11435965971627551
cell_0281,0.5174384905933802,3.7978342732279184,0.8362179132252583,0.16378208677474165
cell_0282,0.5198457651313609,3.3892170578690743,0.12802614291901393,0.8719738570809861
cell_0283,0.5199997899530723,4.765432576857303,0.8495028410887253,0.15049715891127466
cell_0284,0.521897179232232,3.2761920216279905,0.1343574812055005,0.8656425187944995
cell_0285,0.5220433285818222,3.6680575943934843,0.11401593327708293,0.8859840667229171
cell_0286,0.5229093153258313,3.9192498578812702,0.8298042715967385,0.17019572840326144
cell_0287,0.5244762593927483,5.512966729848168,0.14225479701024923,0.8577452029897508
cell_0288,0.5259848136721993,5.707547192222779,0.15853283557007603,0.841467164429924
cell_0289,0.5275162660857448,3.7512080254999027,0.8966264966546096,0.1033735033453904
cell_0290,0.5317139206632374,4.4068026892856285,0.14857396949444113,0.8514260305055589
cell_0291,0.5323949386083423,3.4662183822881505,0.0958301454735645,0.9041698545264355
cell_0292,0.5382240004430885,4.042277622707225,0.9399170952583021,0.06008290474169787
cell_0293,0.5399648457287152,5.430828033317518,0.9540529622968842,0.04594703770311578
cell_0294,0.5410969351693583,3.142879370621019,0.09455932078620055,0.9054406792137994
cell_0295,0.5412889201275778,4.016061307785654,0.1185167295133781,0.8814832704866219
cell_0296,0.5434739957312289,3.408124711552172,0.13954983774746121,0.8604501622525388
cell_0297,0.5454175666339517,3.9546756271112478,0.09110583953395479,0.9088941604660452
cell_0298,0.5478591327110311,3.738032410271181,0.9633197035939431,0.036680296406056814
cell_0299,0.5500176848350381,4.319827654866894,0.9664847328445991,0.033515267155400846
cell_0300,0.5554500891690269,4.074061454694763,0.16822546705818853,0.8317745329418115
cell_0301,0.5581223849196301,3.2247385992015896,0.9785790276593055,0.021420972340694528
cell_0302,0.5604622382297642,4.607307029583023,0.09774319568650436,0.9022568043134956
cell_0303,0.5638358019710001,5.67919460976494,0.0556742210689698,0.9443257789310302
cell_0304,0.5653412669980501,4.701849395754409,0.9443953398297981,0.05560466017020197
cell_0305,0.5655084446286738,4.491407666646301,0.020689684641998718,0.9793103153580013
cell_0306,0.566706827224713,4.911124115218489,0.03739971885614013,0.9626002811438599
cell_0307,0.5679266426129891,4.316592636719619,0.9029796306248137,0.09702036937518632
cell_0308,0.5708024938538612,2.718661303316358,0.8241165993399088,0.17588340066009123
cell_0309,0.5710285071419117,5.352674305460614,0.9418201877797798,0.05817981222022013
cell_0310,0.5714652190609836,4.313138274127903,0.8932272368466118,0.10677276315338824
cell_0311,0.5739858826552584,4.518078188659104,0.012886876336126618,0.9871131236638734
cell_0312,0.5774545484962514,3.786096581505567,0.009156895139275867,0.9908431048607241
cell_0313,0.5841407152466083,3.242769082500882,0.006529886985950251,0.9934701130140497
cell_0314,0.5846157164959525,2.3409883415211157,0.9468433673935883,0.05315663260641164
cell_0315,0.5856393795992823,4.32451854869143,0.028439677141015474,0.9715603228589845
cell_0316,0.5873844700412938,4.682939533231375,0.9632660297896123,0.036733970210387754
cell_0317,0.5874973932226976,4.5252799043234555,0.06047609373902885,0.9395239062609712
cell_0318,0.6024548869187948,3.796199068708936,0.10241221428196767,0.8975877857180323
cell_0319,0.6039978908334586,3.1899592667050185,0.9973037008221243,0.0026962991778756787
cell_0320,0.6042274347140941,4.272469209386251,0.9632068535917373,0.03679314640826273
cell_0321,0.605470752884265,3.6683775214746226,0.9638068086554271,0.03619319134457289
cell_0322,0.6065701724803544,3.8887121716094653,0.019331559410489918,0.9806684405895101
cell_0323,0.6078447124105911,2.5067601785969202,0.9350004673089567,0.06499953269104325
cell_0324,0.6104586690424469,3.937913665177048,0.9802834747604784,0.01971652523952161
cell_0325,0.6111792362560342,4.2905721745643985,0.002047656277969767,0.9979523437220302
cell_0326,0.6115251634589329,3.3439562372745617,0.0019171795894697974,0.9980828204105302
cell_0327,0.612294711132001,6.689052328276994,0.0018124603347355883,0.9981875396652644
cell_0328,0.6135463977868202,6.053801929681884,0.028361189716981094,0.9716388102830189
cell_0329,0.6156291208001071,4.6324321798296015,0.00144277881699717,0.9985572211830028
cell_0330,0.6188555739539563,4.253053172598687,0.9696691936849624,0.030330806315037543
cell_0331,0.6189543221468599,4.995292990713337,0.9657786153825738,0.0342213846174262
cell_0332,0.6202759921561383,2.8703901258781324,0.8772575485474855,0.1227424514525145
cell_0333,0.622248281132576,2.7891636643150193,0.0010574781368638542,0.9989425218631361
cell_0334,0.6222760096510376,4.94507166674107,0.9405217888196398,0.059478211180360174
cell_0335,0.6249239760546084,4.249915731792775,0.0009876000359162473,0.9990123999640838
cell_0336,0.6290494988126285,3.2299155305456972,0.9431010284992617,0.05689897150073828
cell_0337,0.6294961066850925,4.03459646924869,0.9229813088635017,0.07701869113649829
